"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                    Life expectancy by age, sex and NUTS 2 region"	"demo_r_mlifexp"	"dataset"	"31.05.2017"	"19.05.2017"	"1990"	"2015"	
"                Census 2011 round"	"reg_cens_11r"	"folder"	" "	" "	" "	" "	
"                    Data on persons"	"cens_11rdp2"	"folder"	" "	" "	" "	" "	
"                        Population structure"	"cens_11rstr"	"folder"	" "	" "	" "	" "	
"                            Population by single year of age and NUTS 3 region"	"cens_11ag_r3"	"dataset"	"26.08.2015"	"26.08.2015"	"2011"	"2011"	
"                        Population by family characteristics"	"cens_11rfc"	"folder"	" "	" "	" "	" "	
"                            Population by marital status and NUTS 3 region"	"cens_11ms_r3"	"dataset"	"06.10.2015"	"06.10.2015"	"2011"	"2011"	
"                            Population by family status and NUTS 3 region"	"cens_11fs_r3"	"dataset"	"26.08.2015"	"26.08.2015"	"2011"	"2011"	
"                        Population by employment characteristics"	"cens_11rec"	"folder"	" "	" "	" "	" "	
"                            Population by current activity status, educational attainment level and NUTS 2 region"	"cens_11aed_r2"	"dataset"	"06.10.2015"	"06.10.2015"	"2011"	"2011"	
"                            Population by current activity status, occupation and NUTS 2 region"	"cens_11ao_r2"	"dataset"	"26.08.2015"	"26.08.2015"	"2011"	"2011"	
"                            Population by current activity status, NACE Rev. 2 activity and NUTS 2 region"	"cens_11an_r2"	"dataset"	"23.07.2015"	"22.07.2015"	"2011"	"2011"	
"                            Population by status in employment, occupation and NUTS 2 region"	"cens_11empo_r2"	"dataset"	"26.08.2015"	"26.08.2015"	"2011"	"2011"	
"                            Population by status in employment, NACE Rev. 2 activity and NUTS 2 region"	"cens_11empn_r2"	"dataset"	"22.07.2015"	"22.07.2015"	"2011"	"2011"	
"                        Population by migration characteristics"	"cens_11rmc2"	"folder"	" "	" "	" "	" "	
"                            Population by group of citizenship, occupation and NUTS 2 region"	"cens_11ctzo_r2"	"dataset"	"26.08.2015"	"26.08.2015"	"2011"	"2011"	
"                            Population by group of country of birth, educational attainment level and NUTS 2 region"	"cens_11cobe_r2"	"dataset"	"26.08.2015"	"26.08.2015"	"2011"	"2011"	
"                            Population by group of country of birth, current activity status and NUTS 2 region"	"cens_11coba_r2"	"dataset"	"26.08.2015"	"26.08.2015"	"2011"	"2011"	
"                            Population by group of country of birth, occupation and NUTS 2 region"	"cens_11cobo_r2"	"dataset"	"26.08.2015"	"26.08.2015"	"2011"	"2011"	
"                            Population by period of arrival in the country, country of birth and NUTS 2 region"	"cens_11arco_r2"	"dataset"	"26.08.2015"	"26.08.2015"	"2011"	"2011"	
"                    Data on families and households"	"cens_11rdf"	"folder"	" "	" "	" "	" "	
"                        Families by type, size and NUTS 3 region"	"cens_11fts_r3"	"dataset"	"23.04.2015"	"12.05.2015"	"2011"	"2011"	
"                        Private households by type, tenure status and NUTS 2 region"	"cens_11htts_r2"	"dataset"	"23.04.2015"	"12.05.2015"	"2011"	"2011"	
"                    Data on dwellings and housing arrangements"	"cens_11rdd"	"folder"	" "	" "	" "	" "	
"                        Population by housing arrangement and NUTS 2 region"	"cens_11hou_r2"	"dataset"	"26.08.2015"	"26.08.2015"	"2011"	"2011"	
"                        Conventional dwellings by occupancy status, type of building and NUTS 3 region"	"cens_11dwob_r3"	"dataset"	"23.04.2015"	"12.05.2015"	"2011"	"2011"	
"                Census 2001 round"	"reg_cens_01r"	"folder"	" "	" "	" "	" "	
"                    Population structure"	"cens_01rstr"	"folder"	" "	" "	" "	" "	
"                        Population by sex, citizenship and NUTS 3 regions"	"cens_01rsctz"	"dataset"	"26.03.2009"	"14.01.2014"	"2001"	"2001"	
"                    Active population"	"cens_01ract"	"folder"	" "	" "	" "	" "	
"                        Population by sex, age group, current activity status and NUTS 3 regions"	"cens_01rapop"	"dataset"	"26.03.2009"	"14.01.2014"	"2001"	"2001"	
"                        Total and active population by sex, age, employment status, residence one year prior to the census and NUTS 3 regions"	"cens_01ramigr"	"dataset"	"26.03.2009"	"14.01.2014"	"2001"	"2001"	
"                        Employed persons aged 15 and over by sex, citizenship, economic activity (NACE Rev. 1), status in employment and NUTS 3 regions"	"cens_01ractz"	"dataset"	"26.03.2009"	"14.01.2014"	"2001"	"2001"	
"                    Educational attainment level"	"cens_01redu"	"folder"	" "	" "	" "	" "	
"                        Employed persons by sex, age group, educational attainment level, occupation (ISCO-88) and NUTS 3 regions"	"cens_01reisco"	"dataset"	"26.03.2009"	"05.11.2014"	"2001"	"2001"	
"                        Population by sex, age group, educational attainment level, current activity status and NUTS 3 regions"	"cens_01rews"	"dataset"	"26.03.2009"	"05.11.2014"	"2001"	"2001"	
"                    Households"	"cens_01rhou"	"folder"	" "	" "	" "	" "	
"                        Population by sex, age group, household status and NUTS 3 regions"	"cens_01rhtype"	"dataset"	"26.03.2009"	"14.01.2014"	"2001"	"2001"	
"                        Population by sex, age group, size of household and NUTS 3 regions"	"cens_01rhsize"	"dataset"	"09.02.2011"	"14.01.2014"	"2001"	"2001"	
"                        Private households by composition, size and NUTS 3 regions"	"cens_01rheco"	"dataset"	"26.03.2009"	"14.01.2014"	"2001"	"2001"	
"                        Private households by composition, age group of children and NUTS 3 regions"	"cens_01rhagchi"	"dataset"	"26.03.2009"	"05.11.2014"	"2001"	"2001"	
"                    Dwellings"	"cens_01rdws"	"folder"	" "	" "	" "	" "	
"                        Dwellings by type of housing, building and NUTS 3 regions"	"cens_01rdhh"	"dataset"	"10.09.2009"	"14.01.2014"	"2001"	"2001"	
"                        Persons by type of building and NUTS 3 regions"	"cens_01rdbuild"	"dataset"	"26.03.2009"	"14.01.2014"	"2001"	"2001"	
"            Regional economic accounts - ESA 2010"	"reg_eco10"	"folder"	" "	" "	" "	" "	
"                Gross domestic product indicators – ESA 2010"	"reg_eco10gdp"	"folder"	" "	" "	" "	" "	
"                    Gross domestic product (GDP) at current market prices by NUTS 2 regions"	"nama_10r_2gdp"	"dataset"	"30.03.2017"	"30.03.2017"	"2000"	"2015"	
"                    Average annual population to calculate regional GDP data (thousand persons) by NUTS 3 regions"	"nama_10r_3popgdp"	"dataset"	"30.03.2017"	"30.03.2017"	"2000"	"2015"	
"                    Gross domestic product (GDP) at current market prices by NUTS 3 regions"	"nama_10r_3gdp"	"dataset"	"30.03.2017"	"30.03.2017"	"2000"	"2015"	
"                    Real growth rate of regional gross value added (GVA) at basic prices by NUTS 2 regions - percentage change on previous year "	"nama_10r_2gvagr"	"dataset"	"16.06.2017"	"16.06.2017"	"2000"	"2015"	
"                Branch accounts – ESA 2010"	"reg_eco10brch"	"folder"	" "	" "	" "	" "	
"                    Gross value added at basic prices by NUTS 3 regions"	"nama_10r_3gva"	"dataset"	"12.04.2017"	"30.03.2017"	"2000"	"2015"	
"                    Gross fixed capital formation by NUTS 2 regions "	"nama_10r_2gfcf"	"dataset"	"01.07.2016"	"01.07.2016"	"2000"	"2013"	
"                    Compensation of employees by NUTS 2 regions "	"nama_10r_2coe"	"dataset"	"14.06.2017"	"14.06.2017"	"2000"	"2015"	
"                    Employment (thousand persons) by NUTS 3 regions "	"nama_10r_3empers"	"dataset"	"07.07.2017"	"05.07.2017"	"2000"	"2015"	
"                    Employment (thousand hours worked) by NUTS 2 regions"	"nama_10r_2emhrw"	"dataset"	"04.05.2017"	"04.05.2017"	"2000"	"2015"	
"                Household accounts – ESA 2010 "	"reg_eco10hh"	"folder"	" "	" "	" "	" "	
"                    Allocation of primary income account of households by NUTS 2 regions"	"nama_10r_2hhpri"	"dataset"	"22.06.2017"	"22.06.2017"	"2008"	"2015"	
"                    Income of households by NUTS 2 regions"	"nama_10r_2hhinc"	"dataset"	"22.06.2017"	"22.06.2017"	"2008"	"2015"	
"                    Secondary distribution of income account of households by NUTS 2 regions"	"nama_10r_2hhsec"	"dataset"	"22.06.2017"	"22.06.2017"	"2008"	"2015"	
"            Regional economic accounts - ESA 95"	"reg_eco"	"folder"	" "	" "	" "	" "	
"                Gross domestic product indicators - ESA 95"	"reg_ecogdp"	"folder"	" "	" "	" "	" "	
"                    Gross domestic product (GDP) at current market prices by NUTS 2 regions"	"nama_r_e2gdp"	"dataset"	"03.03.2014"	"03.03.2014"	"2000"	"2011"	
"                    Gross domestic product (GDP) at current market prices by NUTS 3 regions"	"nama_r_e3gdp"	"dataset"	"28.02.2014"	"28.02.2014"	"2000"	"2011"	
"                    Real growth rate of regional gross value added (GVA) at basic prices by NUTS 2 regions - percentage change on previous year"	"nama_r_e2grgdp"	"dataset"	"31.07.2014"	"24.07.2014"	"2000"	"2011"	
"                    Average annual population to calculate regional GDP data (thousand persons), by NUTS 3 regions"	"nama_r_e3popgdp"	"dataset"	"24.03.2014"	"24.03.2014"	"2000"	"2011"	
"                Household accounts - ESA 95"	"reg_ecohh"	"folder"	" "	" "	" "	" "	
"                    Allocation of primary income account of households by NUTS 2 regions"	"nama_r_ehh2p"	"dataset"	"27.03.2014"	"25.03.2014"	"2000"	"2011"	
"                    Secondary distribution of income account of households by NUTS 2 regions"	"nama_r_ehh2s"	"dataset"	"27.03.2014"	"25.03.2014"	"2000"	"2011"	
"                    Income of households by NUTS 2 regions"	"nama_r_ehh2inc"	"dataset"	"28.03.2014"	"24.03.2014"	"2000"	"2011"	
"            Regional education statistics"	"reg_educ"	"folder"	" "	" "	" "	" "	
"                Regional education statistics - ISCED 2011"	"reg_educ_11"	"folder"	" "	" "	" "	" "	
"                    Pupils enrolled in early childhood education by sex and NUTS2 regions"	"educ_uoe_enrp03"	"dataset"	"15.05.2017"	"20.03.2017"	"2013"	"2015"	
"                    Pupils enrolled in primary education by sex and NUTS2 regions"	"educ_uoe_enrp06"	"dataset"	"15.05.2017"	"20.03.2017"	"2013"	"2015"	
"                    Pupils enrolled in lower-secondary education by programme orientation, sex and NUTS2 regions"	"educ_uoe_enrs03"	"dataset"	"20.03.2017"	"20.03.2017"	"2013"	"2015"	
"                    Pupils enrolled in upper secondary education by programme orientation, sex and NUTS2 regions"	"educ_uoe_enrs06"	"dataset"	"20.03.2017"	"20.03.2017"	"2013"	"2015"	
"                    Pupils enrolled in post-secondary non-tertiary education by programme orientation, sex and NUTS2 regions"	"educ_uoe_enrs09"	"dataset"	"20.03.2017"	"20.03.2017"	"2013"	"2015"	
"                    Ratio of the proportion of tertiary students over the propotion of the population by NUTS1 and NUTS2 regions"	"educ_uoe_enrt05"	"dataset"	"20.03.2017"	"20.03.2017"	"2013"	"2015"	
"                    Students enrolled in tertiary education by education level, programme orientation, sex and NUTS2 regions"	"educ_uoe_enrt06"	"dataset"	"20.03.2017"	"20.03.2017"	"2013"	"2015"	
"                    Pupils and students enrolled by education level, sex and NUTS2 regions"	"educ_uoe_enra11"	"dataset"	"15.05.2017"	"20.03.2017"	"2013"	"2015"	
"                    Pupils and students enrolled by sex, age and NUTS2 regions"	"educ_uoe_enra12"	"dataset"	"15.05.2017"	"17.03.2017"	"2013"	"2015"	
"                    Distribution of pupils and students enrolled in general and vocational programmes by education level and NUTS2 regions "	"educ_uoe_enra13"	"dataset"	"04.05.2017"	"20.03.2017"	"2013"	"2015"	
"                    Participation rates of selected age groups in education at regional level"	"educ_uoe_enra14"	"dataset"	"15.05.2017"	"08.05.2017"	"2013"	"2015"	
"                    Participation rates in selected education levels at regional level"	"educ_uoe_enra15"	"dataset"	"15.05.2017"	"20.03.2017"	"2013"	"2015"	
"                Regional education statistics - ISCED 1997"	"reg_educ_97"	"folder"	" "	" "	" "	" "	
"                    Number of students by level of education, orientation, sex and NUTS 2 regions"	"educ_renrlrg1"	"dataset"	"12.11.2014"	"09.02.2017"	"1998"	"2012"	
"                    Number of students by age, sex and NUTS 2 regions"	"educ_renrlrg3"	"dataset"	"13.11.2014"	"09.02.2017"	"1998"	"2012"	
"                    Education indicators by NUTS 2 regions"	"educ_regind"	"dataset"	"19.05.2014"	"14.03.2014"	"1998"	"2012"	
"                Participation rate in education and training (last 4 weeks) by NUTS 2 regions"	"trng_lfse_04"	"dataset"	"27.04.2017"	"27.04.2017"	"2000"	"2016"	
"                Population aged 25-64 by educational attainment level, sex and NUTS 2 regions (%)"	"edat_lfse_04"	"dataset"	"27.04.2017"	"27.04.2017"	"2000"	"2016"	
"                Population aged 30-34 by educational attainment level, sex and NUTS 2 regions (%)"	"edat_lfse_12"	"dataset"	"04.05.2017"	"04.05.2017"	"2000"	"2016"	
"                Early leavers from education and training by sex and NUTS 2 regions "	"edat_lfse_16"	"dataset"	"27.04.2017"	"27.04.2017"	"2000"	"2016"	
"                Young people neither in employment nor in education and training by sex and NUTS 2 regions (NEET rates)"	"edat_lfse_22"	"dataset"	"27.04.2017"	"27.04.2017"	"2000"	"2016"	
"                Employment rates of young people not in education and training by sex, educational attainment level, years since completion of highest level of education and NUTS 2 regions"	"edat_lfse_33"	"dataset"	"04.07.2017"	"25.04.2017"	"2000"	"2016"	
"            Regional science and technology statistics"	"reg_sct"	"folder"	" "	" "	" "	" "	
"                R&D expenditure and personnel"	"reg_rd"	"folder"	" "	" "	" "	" "	
"                    Total intramural R&D expenditure (GERD) by sectors of performance and NUTS 2 regions"	"rd_e_gerdreg"	"dataset"	"03.02.2017"	"03.02.2017"	"1981"	"2014"	
"                    Total R&D personnel and researchers by sectors of performance, sex and NUTS 2 regions"	"rd_p_persreg"	"dataset"	"03.02.2017"	"06.03.2017"	"1980"	"2014"	
"                Employment in high technology sectors"	"reg_htec"	"folder"	" "	" "	" "	" "	
"                    Employment in technology and knowledge-intensive sectors by NUTS 2 regions and sex (1994-2008, NACE Rev. 1.1)"	"htec_emp_reg"	"dataset"	"27.04.2017"	"27.04.2017"	"1999"	"2008"	
"                    Employment in technology and knowledge-intensive sectors by NUTS 2 regions and sex (from 2008 onwards, NACE Rev. 2)"	"htec_emp_reg2"	"dataset"	"05.07.2017"	"27.04.2017"	"2008"	"2016"	
"                    Employment in technology and knowledge-intensive sectors by NUTS 1 regions and type of occupation (1994-2008, NACE Rev. 1.1)"	"htec_emp_risco"	"dataset"	"27.04.2017"	"27.04.2017"	"1999"	"2008"	
"                    Employment in technology and knowledge-intensive sectors by NUTS 1 regions and type of occupation (from 2008 onwards, NACE Rev. 2)"	"htec_emp_risco2"	"dataset"	"05.07.2017"	"27.04.2017"	"2008"	"2016"	
"                    Employment in technology and knowledge-intensive sectors by NUTS 1 regions and level of education (1994-2008, NACE Rev. 1.1)"	"htec_emp_risced"	"dataset"	"27.04.2017"	"27.04.2017"	"1999"	"2008"	
"                    Employment in technology and knowledge-intensive sectors by NUTS 1 regions and level of education (from 2008 onwards, NACE Rev. 2)"	"htec_emp_risced2"	"dataset"	"05.07.2017"	"27.04.2017"	"2008"	"2016"	
"                Human Ressources in Science and Technology (HRST)"	"reg_hrst"	"folder"	" "	" "	" "	" "	
"                    HRST by category and NUTS 2 regions     "	"hrst_st_rcat"	"dataset"	"05.07.2017"	"27.04.2017"	"1999"	"2016"	
"                    HRST by category, sex and NUTS 1 regions   "	"hrst_st_rsex"	"dataset"	"05.07.2017"	"27.04.2017"	"1999"	"2016"	
"                    HRST by category, age and NUTS 1 regions    "	"hrst_st_rage"	"dataset"	"05.07.2017"	"27.04.2017"	"1999"	"2016"	
"                    Employed HRST by category, NACE Rev. 1.1 activity and NUTS 1 regions (1994 - 2007)   "	"hrst_st_rsec"	"dataset"	"27.04.2017"	"27.04.2017"	"1999"	"2008"	
"                    Employed HRST by category, NACE Rev. 2 activity and NUTS 1 regions (from 2008 onwards)    "	"hrst_st_rsec2"	"dataset"	"05.07.2017"	"27.04.2017"	"2008"	"2016"	
"                Intellectual property rights"	"reg_ipr"	"folder"	" "	" "	" "	" "	
"                    Patent"	"reg_pat"	"folder"	" "	" "	" "	" "	
"                        Patent applications to the EPO by priority year by NUTS 3 regions"	"pat_ep_rtot"	"dataset"	"29.04.2016"	"29.04.2016"	"1977"	"2012"	
"                        Patent applications to the EPO by priority year by NUTS 3 regions, international patent classification (IPC) sections and classes"	"pat_ep_ripc"	"dataset"	"29.04.2016"	"29.04.2016"	"1977"	"2012"	
"                        High-tech patent applications to the EPO by priority year by NUTS 3 regions"	"pat_ep_rtec"	"dataset"	"29.04.2016"	"29.04.2016"	"1977"	"2012"	
